riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs67329386-T	1E-146	-	0.2209	-	"0.1846 unit increase"	[0.17-0.2]	ZFHX3	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90204201	16:73014468	36653681	"Miyazawa K"
rs61248729-T	1E-9	-	0.1724	-	"0.0523 unit decrease"	[0.035-0.069]	YWHAE,CRK	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90204201	17:1408752	36653681	"Miyazawa K"
rs2071502-C	9E-9	-	0.5721	-	"0.0338 unit decrease"	[0.022-0.045]	POLR2A	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90204201	17:7511639	36653681	"Miyazawa K"
rs72811294-C	1E-15	-	0.1082	-	"0.0757 unit decrease"	[0.057-0.094]	MYOCD,MYOCD-AS1	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90204201	17:12715363	36653681	"Miyazawa K"
rs7359623-T	1E-14	-	0.4915	-	"0.0451 unit decrease"	[0.034-0.057]	ZPBP2,GSDMB	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90204201	17:39893336	36653681	"Miyazawa K"
rs242557-A	2E-11	-	0.4013	-	"0.0414 unit decrease"	[0.029-0.053]	MAPT	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90204201	17:45942346	36653681	"Miyazawa K"
rs145153053-G	4E-9	-	0.1676	-	"0.0495 unit increase"	[0.033-0.066]	CDC27,LRRC37A17P	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90204201	17:47060667	36653681	"Miyazawa K"
rs1396517-C	5E-9	-	0.5169	-	"0.0342 unit increase"	[0.023-0.046]	CALM2P1,CASC17	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90204201	17:70425662	36653681	"Miyazawa K"
rs9953366-C	1E-12	-	0.6228	-	"0.0443 unit increase"	[0.032-0.056]	SMAD7	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90204201	18:48947822	36653681	"Miyazawa K"
rs6089752-T	5E-12	-	0.5208	-	"0.0413 unit increase"	[0.03-0.053]	MIR1-1HG	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90204201	20:62557186	36653681	"Miyazawa K"
rs2834618-G	1E-21	-	0.1029	-	"0.0947 unit decrease"	[0.075-0.114]	LINC01426	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90204201	21:34746814	36653681	"Miyazawa K"
rs464901-C	9E-14	-	0.3255	-	"0.0469 unit decrease"	[0.035-0.059]	TUBA8	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90204201	22:18114735	36653681	"Miyazawa K"
rs133902-T	1E-11	-	0.4642	-	"0.0411 unit increase"	[0.029-0.053]	MYO18B	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90204201	22:25768112	36653681	"Miyazawa K"
rs12044963-?	3E-9	-	NR	-	"0.0882859 unit increase"	[0.059-0.117]	KCND3	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244768	1:111849738	36653681	"Miyazawa K"
rs11240121-?	2E-8	-	NR	-	"0.0839863 unit increase"	[0.055-0.113]	GJA5	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244768	1:147756741	36653681	"Miyazawa K"
rs629234-?	9E-24	-	NR	-	"0.151758 unit decrease"	[0.12-0.18]	GORAB,PRRX1	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244768	1:170662622	36653681	"Miyazawa K"
rs11579558-?	2E-22	-	NR	-	"0.163396 unit decrease"	[0.13-0.2]	PPFIA4	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244768	1:203062910	36653681	"Miyazawa K"
rs75251643-?	1E-9	-	NR	-	"0.114969 unit decrease"	[0.078-0.152]	RAB1A	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244768	2:65128252	36653681	"Miyazawa K"
rs4673904-?	9E-9	-	NR	-	"0.0943824 unit increase"	[0.062-0.127]	MAIP1,SPATS2L	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244768	2:200298731	36653681	"Miyazawa K"
rs75387493-?	4E-8	-	NR	-	"0.181287 unit increase"	[0.12-0.25]	CAND2	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244768	3:12831496	36653681	"Miyazawa K"
rs12644625-?	2E-249	-	NR	-	"0.509757 unit increase"	[0.48-0.54]	LINC01438	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244768	4:110795357	36653681	"Miyazawa K"
rs10213376-?	5E-9	-	NR	-	"0.145934 unit increase"	[0.097-0.195]	ARHGAP10	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244768	4:148015263	36653681	"Miyazawa K"
rs187693118-?	5E-20	-	NR	-	"0.204463 unit increase"	[0.16-0.25]	HAND2-AS1	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244768	4:173542765	36653681	"Miyazawa K"
rs1013168-?	4E-10	-	NR	-	"0.125612 unit increase"	[0.086-0.165]	KCNN2	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244768	5:114413763	36653681	"Miyazawa K"
rs6941949-?	1E-8	-	NR	-	"0.0908223 unit increase"	[0.06-0.122]	LINC00326,MTCYBP4	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244768	6:133122523	36653681	"Miyazawa K"
rs1997571-?	1E-14	-	NR	-	"0.124434 unit increase"	[0.093-0.156]	CAV1	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244768	7:116558567	36653681	"Miyazawa K"
rs4871397-?	4E-8	-	NR	-	"0.153746 unit decrease"	[0.099-0.209]	RN7SKP155,KLHL38	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244768	8:123622957	36653681	"Miyazawa K"
rs149672087-?	9E-44	-	NR	-	"0.764509 unit increase"	[0.66-0.87]	FANCC,AOPEP	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244768	9:95129587	36653681	"Miyazawa K"
rs2296610-?	2E-16	-	NR	-	"0.174635 unit increase"	[0.13-0.22]	NEBL	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244768	10:20868692	36653681	"Miyazawa K"
rs548764966-?	2E-9	-	NR	-	"0.0968688 unit increase"	[0.065-0.129]	CTNNA3	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244768	10:67504002	36653681	"Miyazawa K"
rs10458662-?	2E-10	-	NR	-	"0.0961702 unit increase"	[0.067-0.126]	LRMDA	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244768	10:76176912	36653681	"Miyazawa K"
rs185158502-?	3E-141	-	NR	-	"1.42796 unit increase"	[1.32-1.54]	NEURL1	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244768	10:103574950	36653681	"Miyazawa K"
rs7973464-?	7E-11	-	NR	-	"0.157103 unit increase"	[0.11-0.2]	KNOP1P1,RN7SL38P	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244768	12:24648922	36653681	"Miyazawa K"
rs74763618-?	1E-8	-	NR	-	"0.0958472 unit decrease"	[0.063-0.129]	ITPR2	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244768	12:26443292	36653681	"Miyazawa K"
rs3809297-?	3E-32	-	NR	-	"0.228599 unit decrease"	[0.19-0.27]	CUX2	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244768	12:111171923	36653681	"Miyazawa K"
rs2384407-?	5E-16	-	NR	-	"0.121578 unit increase"	[0.092-0.151]	LINC02459,TBX5	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244768	12:114351421	36653681	"Miyazawa K"
rs10138310-?	7E-11	-	NR	-	"0.0986089 unit increase"	[0.069-0.128]	AKAP6	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244768	14:32442886	36653681	"Miyazawa K"
rs2738413-?	2E-11	-	NR	-	"0.10345 unit decrease"	[0.073-0.134]	ESR2,SYNE2	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244768	14:64213242	36653681	"Miyazawa K"
rs2359171-?	3E-83	-	NR	-	"0.299893 unit increase"	[0.27-0.33]	ZFHX3	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244768	16:73019123	36653681	"Miyazawa K"
rs1055894680-?	2E-14	-	NR	-	"1.21488 unit increase"	[0.9-1.52]	ZNF689	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244768	16:30608424	36653681	"Miyazawa K"
rs73205368-?	8E-13	-	NR	-	"0.088776 unit increase"	[0.065-0.113]	PTCHD1	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244768	X:23381384	36653681	"Miyazawa K"
rs778479352-?	2E-20	-	NR	-	"0.692298 unit increase"	[0.55-0.84]	FGF13	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244768	X:138708418	36653681	"Miyazawa K"
rs629234-?	7E-19	-	NR	-	"0.161716 unit decrease"	[0.13-0.2]	GORAB,PRRX1	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244769	1:170662622	36653681	"Miyazawa K"
rs11579558-?	2E-21	-	NR	-	"0.193419 unit decrease"	[0.15-0.23]	PPFIA4	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244769	1:203062910	36653681	"Miyazawa K"
rs9989843-?	3E-8	-	NR	-	"0.116241 unit increase"	[0.075-0.157]	SNORA74,RAB1A	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244769	2:65155127	36653681	"Miyazawa K"
rs12644625-?	2E-210	-	NR	-	"0.568693 unit increase"	[0.53-0.6]	LINC01438	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244769	4:110795357	36653681	"Miyazawa K"
rs2276940-?	2E-17	-	NR	-	"0.225071 unit increase"	[0.17-0.28]	HAND2-AS1	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244769	4:173530848	36653681	"Miyazawa K"
rs1013168-?	4E-9	-	NR	-	"0.141884 unit increase"	[0.095-0.189]	KCNN2	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244769	5:114413763	36653681	"Miyazawa K"
rs1582725060-?	7E-9	-	NR	-	"0.134953 unit increase"	[0.089-0.181]	EYA4	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244769	6:133244597	36653681	"Miyazawa K"
rs1997571-?	5E-9	-	NR	-	"0.113856 unit increase"	[0.076-0.152]	CAV1	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244769	7:116558567	36653681	"Miyazawa K"
rs147288039-?	3E-23	-	NR	-	"0.677698 unit increase"	[0.54-0.81]	AOPEP	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244769	9:95006476	36653681	"Miyazawa K"
rs2296610-?	2E-10	-	NR	-	"0.16347 unit increase"	[0.11-0.21]	NEBL	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244769	10:20868692	36653681	"Miyazawa K"
rs10458662-?	3E-9	-	NR	-	"0.107631 unit increase"	[0.072-0.143]	LRMDA	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244769	10:76176912	36653681	"Miyazawa K"
rs185158502-?	3E-85	-	NR	-	"1.37148 unit increase"	[1.23-1.51]	NEURL1	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244769	10:103574950	36653681	"Miyazawa K"
rs60634518-?	1E-9	-	NR	-	"0.137017 unit increase"	[0.093-0.181]	RN7SL38P,KNOP1P1	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244769	12:24650915	36653681	"Miyazawa K"
rs2629755-?	2E-8	-	NR	-	"0.103215 unit decrease"	[0.067-0.139]	HCFC2	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244769	12:104098225	36653681	"Miyazawa K"
rs3809297-?	1E-32	-	NR	-	"0.280208 unit decrease"	[0.23-0.33]	CUX2	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244769	12:111171923	36653681	"Miyazawa K"
rs2384407-?	2E-15	-	NR	-	"0.143733 unit increase"	[0.11-0.18]	LINC02459,TBX5	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244769	12:114351421	36653681	"Miyazawa K"
rs8010040-?	5E-10	-	NR	-	"0.11869 unit increase"	[0.081-0.156]	AKAP6	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244769	14:32505638	36653681	"Miyazawa K"
rs2738413-?	2E-8	-	NR	-	"0.104525 unit decrease"	[0.068-0.141]	ESR2,SYNE2	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244769	14:64213242	36653681	"Miyazawa K"
rs2359171-?	8E-72	-	NR	-	"0.334421 unit increase"	[0.3-0.37]	ZFHX3	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244769	16:73019123	36653681	"Miyazawa K"
rs73205368-?	3E-10	-	NR	-	"0.086026 unit increase"	[0.059-0.113]	PTCHD1	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244769	X:23381384	36653681	"Miyazawa K"
rs778479352-?	6E-18	-	NR	-	"0.691225 unit increase"	[0.53-0.85]	FGF13	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244769	X:138708418	36653681	"Miyazawa K"
rs78229461-?	6E-47	-	NR	-	"0.384952 unit increase"	[0.33-0.44]	PITX2,LINC01438	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244770	4:110776497	36653681	"Miyazawa K"
rs9886216-?	2E-8	-	NR	-	"0.171583 unit decrease"	[0.11-0.23]	CAV1	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244770	7:116551643	36653681	"Miyazawa K"
rs149672087-?	2E-23	-	NR	-	"0.910796 unit increase"	[0.73-1.09]	FANCC,AOPEP	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244770	9:95129587	36653681	"Miyazawa K"
rs3802729-?	1E-8	-	NR	-	"0.164222 unit increase"	[0.11-0.22]	NEBL	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244770	10:20913431	36653681	"Miyazawa K"
rs373205748-?	2E-58	-	NR	-	"1.48272 unit increase"	[1.3-1.66]	NEURL1	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244770	10:103575604	36653681	"Miyazawa K"
rs2359171-?	2E-15	-	NR	-	"0.221793 unit increase"	[0.17-0.28]	ZFHX3	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90244770	16:73019123	36653681	"Miyazawa K"
chr4:110743002-A	2E-13	-	0.15	1.26	-	[1.18-1.34]	-	"Atrial fibrillation"	"atrial fibrillation"	-	GCST90319693	-	37072623	"Wang X"
rs31209-A	2E-8	-	0.62	1.17	-	[1.11-1.24]	CATSPER3,PITX1	"Atrial fibrillation"	"atrial fibrillation"	-	GCST008486	5:135024741	29237688	"Weng LC"
rs117640426-C	9E-9	-	0.01	1.7	-	[1.42-2.03]	RASSF8-AS1,MIR4302	"Atrial fibrillation"	"atrial fibrillation"	-	GCST008486	12:25905670	29237688	"Weng LC"
rs78073007-T	3E-8	-	0.4031	1.727	-	[1.423-2.096]	PITX2,LINC01438	"ICD10 I48: Atrial fibrillation and flutter"	"atrial fibrillation"	-	GCST90246091	4:110742777	37601966	"Walters RG"
rs7090111-C	2E-17	-	0.6187	-	"0.05549 unit decrease"	[0.043-0.068]	JMJD1C	"Atrial fibrillation and flutter (PheCode 427.2)"	"atrial fibrillation"	-	GCST90480170	10:63318234	39024449	"Verma A"
rs3878005-C	5E-34	-	0.8424	-	"0.1084 unit increase"	[0.089-0.128]	SYNPO2L-AS1	"Atrial fibrillation and flutter (PheCode 427.2)"	"atrial fibrillation"	-	GCST90480170	10:73671320	39024449	"Verma A"
rs12245788-T	2E-12	-	0.8259	-	"0.05811 unit decrease"	[0.043-0.073]	LRMDA	"Atrial fibrillation and flutter (PheCode 427.2)"	"atrial fibrillation"	-	GCST90480170	10:76172644	39024449	"Verma A"
rs11598047-A	9E-46	-	0.8428	-	"0.1257 unit decrease"	[0.11-0.14]	NEURL1	"Atrial fibrillation and flutter (PheCode 427.2)"	"atrial fibrillation"	-	GCST90480170	10:103582915	39024449	"Verma A"
rs1442714-C	5E-21	-	0.3042	-	"0.06894 unit increase"	[0.054-0.084]	NAV2	"Atrial fibrillation and flutter (PheCode 427.2)"	"atrial fibrillation"	-	GCST90480170	11:19988544	39024449	"Verma A"
rs75557443-C	2E-13	-	0.9223	-	"0.08767 unit decrease"	[0.066-0.109]	KCNJ5-AS1,KCNJ5	"Atrial fibrillation and flutter (PheCode 427.2)"	"atrial fibrillation"	-	GCST90480170	11:128896471	39024449	"Verma A"
rs4246224-G	6E-39	-	0.874	-	"0.1206 unit increase"	[0.1-0.14]	KNOP1P1,RN7SL38P	"Atrial fibrillation and flutter (PheCode 427.2)"	"atrial fibrillation"	-	GCST90480170	12:24631205	39024449	"Verma A"
rs10747769-G	7E-16	-	0.3898	-	"0.04993 unit increase"	[0.037-0.063]	PTGES3	"Atrial fibrillation and flutter (PheCode 427.2)"	"atrial fibrillation"	-	GCST90480170	12:56677056	39024449	"Verma A"
rs61929307-T	8E-13	-	0.7036	-	"0.05002 unit increase"	[0.036-0.064]	LRRC10,CCT2	"Atrial fibrillation and flutter (PheCode 427.2)"	"atrial fibrillation"	-	GCST90480170	12:69603642	39024449	"Verma A"
rs56059557-C	2E-13	-	0.5014	-	"0.04645 unit increase"	[0.034-0.059]	SNORA70,RN7SL734P	"Atrial fibrillation and flutter (PheCode 427.2)"	"atrial fibrillation"	-	GCST90480170	12:75860758	39024449	"Verma A"
rs10778502-T	1E-11	-	0.6016	-	"0.04554 unit increase"	[0.032-0.059]	RFX4	"Atrial fibrillation and flutter (PheCode 427.2)"	"atrial fibrillation"	-	GCST90480170	12:106696423	39024449	"Verma A"
rs7312625-G	4E-30	-	0.2961	-	"0.08267 unit decrease"	[0.07-0.096]	TBX5	"Atrial fibrillation and flutter (PheCode 427.2)"	"atrial fibrillation"	-	GCST90480170	12:114362169	39024449	"Verma A"
rs445754-G	3E-15	-	0.7519	-	"0.06069 unit decrease"	[0.047-0.075]	MYH6	"Atrial fibrillation and flutter (PheCode 427.2)"	"atrial fibrillation"	-	GCST90480170	14:23394593	39024449	"Verma A"
rs8013209-G	2E-21	-	0.7435	-	"0.07241 unit decrease"	[0.059-0.086]	AKAP6	"Atrial fibrillation and flutter (PheCode 427.2)"	"atrial fibrillation"	-	GCST90480170	14:32502393	39024449	"Verma A"
rs2738413-A	4E-38	-	0.4158	-	"0.08634 unit increase"	[0.072-0.101]	ESR2,SYNE2	"Atrial fibrillation and flutter (PheCode 427.2)"	"atrial fibrillation"	-	GCST90480170	14:64213242	39024449	"Verma A"
rs4899629-T	2E-15	-	0.3967	-	"0.04996 unit increase"	[0.037-0.063]	LINC01629,LINC02289	"Atrial fibrillation and flutter (PheCode 427.2)"	"atrial fibrillation"	-	GCST90480170	14:76962762	39024449	"Verma A"
rs7172038-T	3E-41	-	0.7971	-	"0.1075 unit decrease"	[0.094-0.121]	REC114,HCN4	"Atrial fibrillation and flutter (PheCode 427.2)"	"atrial fibrillation"	-	GCST90480170	15:73374914	39024449	"Verma A"
rs11075993-G	2E-11	-	0.6646	-	"0.04574 unit decrease"	[0.033-0.058]	FTO	"Atrial fibrillation and flutter (PheCode 427.2)"	"atrial fibrillation"	-	GCST90480170	16:53803232	39024449	"Verma A"
rs2359171-T	4E-91	-	0.8155	-	"0.1624 unit decrease"	[0.15-0.18]	ZFHX3	"Atrial fibrillation and flutter (PheCode 427.2)"	"atrial fibrillation"	-	GCST90480170	16:73019123	39024449	"Verma A"
rs149932962-G	2E-11	-	0.8106	-	"0.05233 unit increase"	[0.036-0.068]	FXR2	"Atrial fibrillation and flutter (PheCode 427.2)"	"atrial fibrillation"	-	GCST90480170	17:7604879	39024449	"Verma A"
rs72811294-G	7E-17	-	0.8751	-	"0.08305 unit increase"	[0.062-0.104]	MYOCD,MYOCD-AS1	"Atrial fibrillation and flutter (PheCode 427.2)"	"atrial fibrillation"	-	GCST90480170	17:12715363	39024449	"Verma A"
rs12950209-T	4E-11	-	0.5453	-	"0.04134 unit increase"	[0.029-0.054]	GSDMB,ZPBP2	"Atrial fibrillation and flutter (PheCode 427.2)"	"atrial fibrillation"	-	GCST90480170	17:39892849	39024449	"Verma A"
rs242559-C	4E-14	-	0.3054	-	"0.05422 unit increase"	[0.039-0.069]	MAPT	"Atrial fibrillation and flutter (PheCode 427.2)"	"atrial fibrillation"	-	GCST90480170	17:45948522	39024449	"Verma A"
rs2385543-C	4E-11	-	0.8661	-	"0.0626 unit decrease"	[0.045-0.08]	AP3D1	"Atrial fibrillation and flutter (PheCode 427.2)"	"atrial fibrillation"	-	GCST90480170	19:2162640	39024449	"Verma A"
rs2834618-T	8E-18	-	0.9024	-	"0.09558 unit increase"	[0.072-0.119]	LINC01426	"Atrial fibrillation and flutter (PheCode 427.2)"	"atrial fibrillation"	-	GCST90480170	21:34746814	39024449	"Verma A"
rs12482317-A	4E-18	-	0.6598	-	"0.05853 unit increase"	[0.045-0.072]	BRWD1	"Atrial fibrillation and flutter (PheCode 427.2)"	"atrial fibrillation"	-	GCST90480170	21:39216315	39024449	"Verma A"
rs464901-T	8E-15	-	0.6027	-	"0.05277 unit increase"	[0.039-0.067]	TUBA8	"Atrial fibrillation and flutter (PheCode 427.2)"	"atrial fibrillation"	-	GCST90480170	22:18114735	39024449	"Verma A"
rs17060685-A	2E-19	-	0.8142	-	"0.07913 unit increase"	[0.061-0.098]	XPO7	"Atrial fibrillation (PheCode 427.21)"	"atrial fibrillation"	-	GCST90480168	8:21972784	39024449	"Verma A"
rs78332318-C	6E-16	-	0.9544	-	"0.1181 unit decrease"	[0.093-0.143]	FBXO32	"Atrial fibrillation (PheCode 427.21)"	"atrial fibrillation"	-	GCST90480168	8:123533862	39024449	"Verma A"
rs6993266-G	1E-11	-	0.4217	-	"0.04787 unit decrease"	[0.035-0.061]	PTK2	"Atrial fibrillation (PheCode 427.21)"	"atrial fibrillation"	-	GCST90480168	8:140752560	39024449	"Verma A"
rs403468-T	2E-11	-	0.2271	-	"0.05376 unit decrease"	[0.039-0.069]	MLLT3,SLC24A2	"Atrial fibrillation (PheCode 427.21)"	"atrial fibrillation"	-	GCST90480168	9:20209019	39024449	"Verma A"
rs7865239-C	6E-30	-	0.6107	-	"0.07636 unit decrease"	[0.064-0.088]	AOPEP	"Atrial fibrillation (PheCode 427.21)"	"atrial fibrillation"	-	GCST90480168	9:94961167	39024449	"Verma A"
rs116510698-T	3E-17	-	0.5978	-	"0.05747 unit decrease"	[0.045-0.07]	NRBF2,JMJD1C	"Atrial fibrillation (PheCode 427.21)"	"atrial fibrillation"	-	GCST90480168	10:63156271	39024449	"Verma A"
rs60212594-G	2E-35	-	0.849	-	"0.1114 unit increase"	[0.092-0.131]	SYNPO2L,SYNPO2L-AS1	"Atrial fibrillation (PheCode 427.21)"	"atrial fibrillation"	-	GCST90480168	10:73654586	39024449	"Verma A"
rs12245788-T	4E-13	-	0.8259	-	"0.06084 unit decrease"	[0.046-0.076]	LRMDA	"Atrial fibrillation (PheCode 427.21)"	"atrial fibrillation"	-	GCST90480168	10:76172644	39024449	"Verma A"
rs12415501-C	7E-47	-	0.8607	-	"0.1364 unit decrease"	[0.12-0.15]	NEURL1	"Atrial fibrillation (PheCode 427.21)"	"atrial fibrillation"	-	GCST90480168	10:103565017	39024449	"Verma A"
rs2403551-T	5E-21	-	0.2948	-	"0.06896 unit increase"	[0.054-0.084]	NAV2	"Atrial fibrillation (PheCode 427.21)"	"atrial fibrillation"	-	GCST90480168	11:19987359	39024449	"Verma A"
rs75557443-C	2E-13	-	0.9223	-	"0.08796 unit decrease"	[0.067-0.109]	KCNJ5-AS1,KCNJ5	"Atrial fibrillation (PheCode 427.21)"	"atrial fibrillation"	-	GCST90480168	11:128896471	39024449	"Verma A"
rs11047543-G	2E-36	-	0.8704	-	"0.1153 unit increase"	[0.095-0.135]	KNOP1P1,RN7SL38P	"Atrial fibrillation (PheCode 427.21)"	"atrial fibrillation"	-	GCST90480168	12:24635405	39024449	"Verma A"
rs1563896-A	6E-16	-	0.33	-	"0.05406 unit increase"	[0.04-0.068]	PTGES3,NACA	"Atrial fibrillation (PheCode 427.21)"	"atrial fibrillation"	-	GCST90480168	12:56699312	39024449	"Verma A"
rs502736-A	2E-14	-	0.6999	-	"0.05318 unit increase"	[0.039-0.067]	FRS2	"Atrial fibrillation (PheCode 427.21)"	"atrial fibrillation"	-	GCST90480168	12:69528958	39024449	"Verma A"
rs11180710-A	2E-13	-	0.5712	-	"0.04707 unit increase"	[0.034-0.06]	RN7SL734P,SNORA70	"Atrial fibrillation (PheCode 427.21)"	"atrial fibrillation"	-	GCST90480168	12:75844626	39024449	"Verma A"
rs7358746-A	3E-32	-	0.3059	-	"0.08872 unit decrease"	[0.075-0.102]	TBX5	"Atrial fibrillation (PheCode 427.21)"	"atrial fibrillation"	-	GCST90480168	12:114370293	39024449	"Verma A"
rs445754-G	1E-14	-	0.752	-	"0.0599 unit decrease"	[0.046-0.074]	MYH6	"Atrial fibrillation (PheCode 427.21)"	"atrial fibrillation"	-	GCST90480168	14:23394593	39024449	"Verma A"
rs8013209-G	2E-22	-	0.7435	-	"0.07509 unit decrease"	[0.061-0.089]	AKAP6	"Atrial fibrillation (PheCode 427.21)"	"atrial fibrillation"	-	GCST90480168	14:32502393	39024449	"Verma A"
rs2738413-A	3E-39	-	0.4158	-	"0.08715 unit increase"	[0.073-0.101]	ESR2,SYNE2	"Atrial fibrillation (PheCode 427.21)"	"atrial fibrillation"	-	GCST90480168	14:64213242	39024449	"Verma A"
rs4899629-T	2E-14	-	0.3967	-	"0.05125 unit increase"	[0.038-0.065]	LINC01629,LINC02289	"Atrial fibrillation (PheCode 427.21)"	"atrial fibrillation"	-	GCST90480168	14:76962762	39024449	"Verma A"
rs7172038-T	2E-43	-	0.7971	-	"0.1121 unit decrease"	[0.098-0.126]	REC114,HCN4	"Atrial fibrillation (PheCode 427.21)"	"atrial fibrillation"	-	GCST90480168	15:73374914	39024449	"Verma A"
rs72805613-A	1E-11	-	0.6641	-	"0.04633 unit decrease"	[0.034-0.059]	FTO	"Atrial fibrillation (PheCode 427.21)"	"atrial fibrillation"	-	GCST90480168	16:53803430	39024449	"Verma A"
rs2359171-T	2E-91	-	0.8155	-	"0.1639 unit decrease"	[0.15-0.18]	ZFHX3	"Atrial fibrillation (PheCode 427.21)"	"atrial fibrillation"	-	GCST90480168	16:73019123	39024449	"Verma A"
rs9907657-G	4E-11	-	0.8338	-	"0.0588 unit decrease"	[0.043-0.075]	TNFSF12,TNFSF12-TNFSF13	"Atrial fibrillation (PheCode 427.21)"	"atrial fibrillation"	-	GCST90480168	17:7557640	39024449	"Verma A"
rs72811294-G	2E-15	-	0.8751	-	"0.08208 unit increase"	[0.06-0.104]	MYOCD,MYOCD-AS1	"Atrial fibrillation (PheCode 427.21)"	"atrial fibrillation"	-	GCST90480168	17:12715363	39024449	"Verma A"
rs242559-C	1E-13	-	0.3054	-	"0.05619 unit increase"	[0.041-0.072]	MAPT	"Atrial fibrillation (PheCode 427.21)"	"atrial fibrillation"	-	GCST90480168	17:45948522	39024449	"Verma A"
rs2834618-T	4E-18	-	0.9024	-	"0.09617 unit increase"	[0.073-0.12]	LINC01426	"Atrial fibrillation (PheCode 427.21)"	"atrial fibrillation"	-	GCST90480168	21:34746814	39024449	"Verma A"
rs4818008-T	2E-18	-	0.6736	-	"0.05896 unit increase"	[0.045-0.073]	BRWD1	"Atrial fibrillation (PheCode 427.21)"	"atrial fibrillation"	-	GCST90480168	21:39239516	39024449	"Verma A"
rs361834-G	4E-15	-	0.4884	-	"0.05433 unit increase"	[0.04-0.069]	TUBA8	"Atrial fibrillation (PheCode 427.21)"	"atrial fibrillation"	-	GCST90480168	22:18114637	39024449	"Verma A"
