riskAllele	pValue	pValueAnnotation	riskFrequency	orValue	beta	ci	mappedGenes	traitName	efoTraits	bgTraits	accessionId	locations	pubmedId	author
rs4264433-A	7E-9	-	NR	-	"0.025 unit increase"	[0.017-0.033]	KPNB1	"Total cholesterol levels (1KG-JEWEL7K)"	"total cholesterol measurement"	-	GCST90444427	17:47659909	39702642	"Flanagan J"
rs3786247-G	6E-29	-	NR	-	"0.0443 unit increase"	[0.036-0.052]	LIPG	"Total cholesterol levels (1KG-JEWEL7K)"	"total cholesterol measurement"	-	GCST90444427	18:49592553	39702642	"Flanagan J"
rs142385484-T	3E-9	-	NR	-	"0.0456 unit decrease"	[0.031-0.06]	FCGRT	"Total cholesterol levels (1KG-JEWEL7K)"	"total cholesterol measurement"	-	GCST90444427	19:49513502	39702642	"Flanagan J"
rs2738464-G	1E-46	-	NR	-	"0.0621 unit decrease"	[0.054-0.071]	SPC24,LDLR	"Total cholesterol levels (1KG-JEWEL7K)"	"total cholesterol measurement"	-	GCST90444427	19:11131631	39702642	"Flanagan J"
rs7412-T	3E-112	-	NR	-	"0.2707 unit decrease"	[0.25-0.29]	APOE	"Total cholesterol levels (1KG-JEWEL7K)"	"total cholesterol measurement"	-	GCST90444427	19:44908822	39702642	"Flanagan J"
rs6129778-C	2E-8	-	NR	-	"0.025 unit decrease"	[0.016-0.034]	ZHX3	"Total cholesterol levels (1KG-JEWEL7K)"	"total cholesterol measurement"	-	GCST90444427	20:41241938	39702642	"Flanagan J"
rs899749693-A	3E-9	-	NR	-	"0.2622 unit decrease"	[0.18-0.35]	PPIA	"Total cholesterol levels (1KG-JEWEL7K)"	"total cholesterol measurement"	-	GCST90444427	7:44822404	39702642	"Flanagan J"
rs77303550-T	3E-28	-	NR	-	"0.0555 unit decrease"	[0.046-0.065]	DHODH,HP	"Total cholesterol levels (1KG-JEWEL7K)"	"total cholesterol measurement"	-	GCST90444427	16:72045758	39702642	"Flanagan J"
rs61393465-G	1E-10	-	NR	-	"0.0374 unit decrease"	[0.026-0.049]	DOCK7	"Total cholesterol levels (1KG-JEWEL7K)"	"total cholesterol measurement"	-	GCST90444427	1:62535061	39702642	"Flanagan J"
rs11102967-C	2E-26	-	NR	-	"0.0847 unit decrease"	[0.069-0.1]	CELSR2	"Total cholesterol levels (1KG-JEWEL7K)"	"total cholesterol measurement"	-	GCST90444427	1:109274623	39702642	"Flanagan J"
rs484084-T	9E-11	-	NR	-	"0.0291 unit decrease"	[0.02-0.038]	LINC01132,LINC00184	"Total cholesterol levels (1KG-JEWEL7K)"	"total cholesterol measurement"	-	GCST90444427	1:234721929	39702642	"Flanagan J"
rs12713468-A	7E-7	-	NR	-	"0.0238 unit decrease"	[0.014-0.033]	EHBP1	"Total cholesterol levels (1KG-JEWEL7K)"	"total cholesterol measurement"	-	GCST90444427	2:62756078	39702642	"Flanagan J"
rs13306206-A	9E-83	-	NR	-	"0.2225 unit increase"	[0.2-0.25]	APOB	"Total cholesterol levels (1KG-JEWEL7K)"	"total cholesterol measurement"	-	GCST90444427	2:21019859	39702642	"Flanagan J"
rs780094-C	2E-18	-	NR	-	"0.035 unit decrease"	[0.027-0.043]	GCKR	"Total cholesterol levels (1KG-JEWEL7K)"	"total cholesterol measurement"	-	GCST90444427	2:27518370	39702642	"Flanagan J"
rs1320762-A	5E-8	-	NR	-	"0.0228 unit decrease"	[0.015-0.031]	RGS12	"Total cholesterol levels (1KG-JEWEL7K)"	"total cholesterol measurement"	-	GCST90444427	4:3411886	39702642	"Flanagan J"
rs11748027-C	4E-36	-	NR	-	"0.0515 unit decrease"	[0.043-0.06]	ANKDD1B	"Total cholesterol levels (1KG-JEWEL7K)"	"total cholesterol measurement"	-	GCST90444427	5:75614147	39702642	"Flanagan J"
rs9715911-G	5E-14	-	NR	-	"0.0402 unit decrease"	[0.03-0.051]	HAVCR1,TIMD4	"Total cholesterol levels (1KG-JEWEL7K)"	"total cholesterol measurement"	-	GCST90444427	5:156967430	39702642	"Flanagan J"
rs17552904-T	4E-8	-	NR	-	"0.0221 unit increase"	[0.014-0.03]	IKZF1,SPMIP7	"Total cholesterol levels (1KG-JEWEL7K)"	"total cholesterol measurement"	-	GCST90444427	7:50278712	39702642	"Flanagan J"
rs7780562-A	1E-8	-	NR	-	"0.0255 unit increase"	[0.017-0.034]	MIR148A,NFE2L3	"Total cholesterol levels (1KG-JEWEL7K)"	"total cholesterol measurement"	-	GCST90444427	7:25982794	39702642	"Flanagan J"
rs75214121-T	8E-16	-	NR	-	"0.0364 unit decrease"	[0.028-0.045]	UBXN2B,CYP7A1	"Total cholesterol levels (1KG-JEWEL7K)"	"total cholesterol measurement"	-	GCST90444427	8:58485717	39702642	"Flanagan J"
rs3808477-T	8E-9	-	NR	-	"0.0258 unit decrease"	[0.017-0.035]	TRPS1	"Total cholesterol levels (1KG-JEWEL7K)"	"total cholesterol measurement"	-	GCST90444427	8:115658120	39702642	"Flanagan J"
rs2001846-T	2E-15	-	NR	-	"0.0322 unit increase"	[0.024-0.04]	TRIB1,TRIB1AL	"Total cholesterol levels (1KG-JEWEL7K)"	"total cholesterol measurement"	-	GCST90444427	8:125466208	39702642	"Flanagan J"
rs2575876-A	7E-38	-	NR	-	"0.0572 unit decrease"	[0.049-0.066]	ABCA1	"Total cholesterol levels (1KG-JEWEL7K)"	"total cholesterol measurement"	-	GCST90444427	9:104903458	39702642	"Flanagan J"
rs507666-A	3E-27	-	NR	-	"0.048 unit increase"	[0.039-0.057]	ABO	"Total cholesterol levels (1KG-JEWEL7K)"	"total cholesterol measurement"	-	GCST90444427	9:133273983	39702642	"Flanagan J"
rs11000447-T	3E-9	-	NR	-	"0.037 unit decrease"	[0.025-0.049]	OIT3	"Total cholesterol levels (1KG-JEWEL7K)"	"total cholesterol measurement"	-	GCST90444427	10:72920381	39702642	"Flanagan J"
rs202152361-G	6E-9	-	NR	-	"0.0276 unit decrease"	[0.018-0.037]	GPAM,TECTB	"Total cholesterol levels (1KG-JEWEL7K)"	"total cholesterol measurement"	-	GCST90444427	10:112256376	39702642	"Flanagan J"
rs1535-G	5E-16	-	NR	-	"0.033 unit decrease"	[0.025-0.041]	FADS2	"Total cholesterol levels (1KG-JEWEL7K)"	"total cholesterol measurement"	-	GCST90444427	11:61830500	39702642	"Flanagan J"
rs12718462-C	5E-12	-	NR	-	"0.054 unit decrease"	[0.039-0.069]	APOC3,APOA1	"Total cholesterol levels (1KG-JEWEL7K)"	"total cholesterol measurement"	-	GCST90444427	11:116835003	39702642	"Flanagan J"
rs34399476-C	8E-9	-	NR	-	"0.025 unit decrease"	[0.017-0.033]	SCARB1	"Total cholesterol levels (1KG-JEWEL7K)"	"total cholesterol measurement"	-	GCST90444427	12:124818729	39702642	"Flanagan J"
rs1169288-C	5E-9	-	NR	-	"0.0231 unit increase"	[0.015-0.031]	HNF1A-AS1,HNF1A	"Total cholesterol levels (1KG-JEWEL7K)"	"total cholesterol measurement"	-	GCST90444427	12:120978847	39702642	"Flanagan J"
rs2070895-G	5E-51	-	NR	-	"0.0606 unit decrease"	[0.053-0.068]	ALDH1A2,LIPC	"Total cholesterol levels (1KG-JEWEL7K)"	"total cholesterol measurement"	-	GCST90444427	15:58431740	39702642	"Flanagan J"
rs3764261-A	2E-29	-	NR	-	"0.055 unit increase"	[0.045-0.065]	HERPUD1,CETP	"Total cholesterol levels (1KG-JEWEL7K)"	"total cholesterol measurement"	-	GCST90444427	16:56959412	39702642	"Flanagan J"
chr1:109186705-?	2E-9	-	NR	-	"1.1153 unit increase"	[0.75-1.48]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr1:109202996-?	1E-9	-	NR	-	"1.1782 unit decrease"	[0.8-1.56]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr1:109217154-?	4E-8	-	NR	-	"0.7478 unit increase"	[0.48-1.01]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr1:109250412-?	1E-13	-	NR	-	"3.7791 unit increase"	[2.78-4.78]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr1:109258723-?	2E-12	-	NR	-	"3.8183 unit increase"	[2.76-4.88]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr1:109263691-?	7E-11	-	NR	-	"1.2838 unit increase"	[0.9-1.67]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr1:109267579-?	4E-46	-	NR	-	"4.3957 unit increase"	[3.79-5]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr1:109267922-?	5E-13	-	NR	-	"1.0957 unit increase"	[0.8-1.39]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr1:109281628-?	6E-60	-	NR	-	"3.6673 unit increase"	[3.23-4.11]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr1:109297547-?	2E-26	-	NR	-	"4.1818 unit increase"	[3.41-4.95]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr1:109354478-?	6E-39	-	NR	-	"3.3803 unit decrease"	[2.87-3.89]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr1:109354481-?	8E-12	-	NR	-	"0.9004 unit increase"	[0.64-1.16]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr1:109477999-?	1E-9	-	NR	-	"5.0594 unit decrease"	[3.44-6.68]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr1:109507558-?	4E-10	-	NR	-	"4.5784 unit increase"	[3.15-6.01]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr1:16208151-?	1E-8	-	NR	-	"0.7684 unit decrease"	[0.5-1.03]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr6:32830771-?	4E-12	-	NR	-	"1.3393 unit decrease"	[0.96-1.72]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr6:34530551-?	6E-10	-	NR	-	"1.3181 unit increase"	[0.9-1.74]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr6:34857885-?	1E-13	-	NR	-	"1.2446 unit decrease"	[0.92-1.57]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr6:35082729-?	4E-9	-	NR	-	"0.9242 unit increase"	[0.62-1.23]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr6:35089554-?	1E-11	-	NR	-	"1.2716 unit increase"	[0.9-1.64]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr6:35291620-?	1E-8	-	NR	-	"2.3913 unit increase"	[1.57-3.21]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr6:35317943-?	2E-9	-	NR	-	"1.0778 unit decrease"	[0.73-1.43]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr7:100764052-?	9E-10	-	NR	-	"0.7938 unit increase"	[0.54-1.05]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr7:100889133-?	4E-8	-	NR	-	"0.8455 unit decrease"	[0.54-1.15]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr7:1028270-?	8E-13	-	NR	-	"1.0224 unit decrease"	[0.74-1.3]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr7:21543299-?	1E-29	-	NR	-	"1.9003 unit decrease"	[1.57-2.23]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr7:21543345-?	8E-14	-	NR	-	"0.8762 unit decrease"	[0.65-1.11]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr7:21591364-?	5E-16	-	NR	-	"0.9662 unit increase"	[0.73-1.2]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr7:21620027-?	6E-9	-	NR	-	"0.6931 unit increase"	[0.46-0.93]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr7:2256917-?	5E-10	-	NR	-	"6.2128 unit increase"	[4.26-8.17]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr7:44539581-?	1E-14	-	NR	-	"1.0863 unit decrease"	[0.81-1.36]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr7:73605971-?	2E-9	-	NR	-	"1.7512 unit decrease"	[1.18-2.32]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr8:143984818-?	3E-14	-	NR	-	"0.9193 unit increase"	[0.68-1.16]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr9:104794495-?	1E-9	-	NR	-	"19.193 unit decrease"	[12.97-25.41]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr9:104806424-?	7E-13	-	NR	-	"1.5163 unit decrease"	[1.1-1.93]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr9:104825752-?	1E-13	-	NR	-	"1.8047 unit decrease"	[1.33-2.28]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr9:104831048-?	7E-10	-	NR	-	"30.184 unit increase"	[20.59-39.78]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr9:104840397-?	3E-11	-	NR	-	"1.2944 unit increase"	[0.91-1.68]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr9:133257486-?	7E-12	-	NR	-	"0.8488 unit decrease"	[0.61-1.09]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr9:133257521-?	7E-35	-	NR	-	"1.5212 unit increase"	[1.28-1.76]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr9:133405414-?	7E-23	-	NR	-	"2.0344 unit increase"	[1.63-2.44]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr9:133463535-?	3E-30	-	NR	-	"1.9085 unit decrease"	[1.58-2.24]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr9:133475078-?	5E-10	-	NR	-	"0.8118 unit decrease"	[0.56-1.07]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr9:19379369-?	9E-12	-	NR	-	"1.4203 unit decrease"	[1.01-1.83]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr9:5073770-?	2E-29	-	NR	-	"34.037 unit increase"	[28.12-39.95]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr20:35914185-?	1E-8	-	NR	-	"1.1102 unit increase"	[0.73-1.49]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr20:36008449-?	2E-9	-	NR	-	"0.8917 unit increase"	[0.6-1.18]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr20:41163423-?	4E-8	-	NR	-	"0.8726 unit increase"	[0.56-1.19]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr20:44413724-?	3E-41	-	NR	-	"4.6233 unit increase"	[3.95-5.3]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr21:39192930-?	1E-8	-	NR	-	"0.6718 unit increase"	[0.44-0.9]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr3:119817970-?	3E-10	-	NR	-	"1.6254 unit increase"	[1.12-2.13]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr3:160436959-?	1E-8	-	NR	-	"0.6747 unit decrease"	[0.44-0.91]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr3:32537013-?	5E-12	-	NR	-	"1.5224 unit decrease"	[1.09-1.96]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr3:58420967-?	4E-16	-	NR	-	"1.7429 unit increase"	[1.32-2.16]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr4:102267552-?	8E-20	-	NR	-	"2.1008 unit increase"	[1.65-2.55]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr4:154568456-?	2E-15	-	NR	-	"6.3833 unit decrease"	[4.81-7.96]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr4:3442776-?	2E-9	-	NR	-	"1.3147 unit decrease"	[0.89-1.74]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr4:3447925-?	2E-8	-	NR	-	"1.3402 unit decrease"	[0.88-1.8]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr4:3448188-?	2E-9	-	NR	-	"3.2566 unit increase"	[2.2-4.32]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr4:3449382-?	2E-8	-	NR	-	"1.1085 unit decrease"	[0.72-1.5]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr4:68477569-?	2E-23	-	NR	-	"1.3711 unit increase"	[1.1-1.64]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr4:68670366-?	2E-12	-	NR	-	"0.8256 unit increase"	[0.6-1.06]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr5:156949692-?	4E-11	-	NR	-	"1.4686 unit increase"	[1.03-1.9]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr5:157052498-?	2E-23	-	NR	-	"1.6192 unit increase"	[1.3-1.94]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr5:157104725-?	1E-10	-	NR	-	"0.9865 unit decrease"	[0.69-1.29]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr5:75029077-?	2E-23	-	NR	-	"1.3158 unit decrease"	[1.06-1.57]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr5:75104691-?	6E-56	-	NR	-	"2.5441 unit decrease"	[2.23-2.86]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr5:75147139-?	1E-39	-	NR	-	"2.3976 unit increase"	[2.04-2.75]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr5:75210833-?	4E-16	-	NR	-	"1.152 unit decrease"	[0.87-1.43]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr5:75611678-?	6E-19	-	NR	-	"1.8594 unit decrease"	[1.45-2.27]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr5:75625861-?	1E-80	-	NR	-	"2.6864 unit decrease"	[2.41-2.96]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr5:75656076-?	4E-29	-	NR	-	"2.2113 unit decrease"	[1.82-2.6]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr5:75666943-?	5E-16	-	NR	-	"2.1195 unit decrease"	[1.61-2.63]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr5:75669297-?	3E-86	-	NR	-	"2.4192 unit increase"	[2.18-2.66]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr5:75689526-?	7E-50	-	NR	-	"1.961 unit increase"	[1.7-2.22]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr5:75702773-?	4E-12	-	NR	-	"1.6052 unit decrease"	[1.15-2.06]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr5:75705757-?	3E-16	-	NR	-	"1.6639 unit increase"	[1.27-2.06]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr6:116003979-?	6E-17	-	NR	-	"1.0067 unit decrease"	[0.77-1.24]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr6:160047246-?	2E-15	-	NR	-	"0.9372 unit decrease"	[0.71-1.17]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr6:160122091-?	1E-8	-	NR	-	"0.8214 unit decrease"	[0.54-1.11]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr6:160122116-?	3E-39	-	NR	-	"3.1049 unit decrease"	[2.64-3.57]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr6:160136611-?	3E-12	-	NR	-	"2.9276 unit decrease"	[2.11-3.75]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr6:160139813-?	5E-12	-	NR	-	"0.8299 unit decrease"	[0.59-1.07]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr6:160139848-?	2E-34	-	NR	-	"1.8832 unit increase"	[1.58-2.18]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr6:160258368-?	2E-11	-	NR	-	"0.8095 unit increase"	[0.57-1.05]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr6:160348779-?	7E-17	-	NR	-	"0.9801 unit increase"	[0.75-1.21]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr6:160407110-?	2E-12	-	NR	-	"4.7497 unit increase"	[3.43-6.07]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr6:160410764-?	8E-12	-	NR	-	"14.491 unit decrease"	[10.34-18.65]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr6:160531806-?	3E-24	-	NR	-	"1.3378 unit decrease"	[1.08-1.6]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr6:160586506-?	2E-10	-	NR	-	"0.7824 unit increase"	[0.54-1.02]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr6:16145242-?	4E-9	-	NR	-	"1.2172 unit increase"	[0.81-1.62]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
chr6:26027205-?	8E-9	-	NR	-	"0.6911 unit increase"	[0.46-0.93]	-	"Total cholesterol levels"	"total cholesterol measurement"	-	GCST90428284	-	37669985	"Deflaux N"
